POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
700-01140,-,0,Grey,SS,N,N,SFMTA,ON,0,114,VALENCIA ST,13053000,Area 3, ,"(37.77109, -122.42259)"
700-02370,-,0,Grey,SS,N,N,SFMTA,ON,0,237,VALENCIA ST,13055000,Area 3, ,"(37.76887, -122.42216)"
462-00050,-,0,Grey,SS,N,N,SFMTA,ON,0,5,HAIGHT ST,6603000,Area 3, ,"(37.77305, -122.42256)"
596-01520,-,0,Yellow,SS,N,N,SFMTA,ON,0,152,OTIS ST,10048000,Area 3, ,"(37.77035, -122.42029)"
540-29130,-,0,Grey,SS,N,Y,SFMTA,ON,0,2913,LAGUNA ST,7978000,Area 3, ,"(37.7981, -122.4307)"
440-37220,-,0,Grey,SS,N,Y,SFMTA,ON,0,3722,GEARY BLVD,6057201,Area 3, ,"(37.78136, -122.45973)"
440-45200,-,0,Grey,SS,N,Y,SFMTA,ON,0,4520,GEARY BLVD,6065201,Area 3, ,"(37.78098, -122.46826)"
224-37670,-,0,Grey,SS,Y,N,SFMTA,ON,0,3767,24TH ST,1358000,Area 3, ,"(37.75167, -122.42692)"
650-16390,-,0,Grey,SS,N,N,SFMTA,ON,0,1639,SACRAMENTO ST,11247000,Area 3, ,"(37.79152, -122.42026)"
520-10210,-,0,Grey,SS,N,N,SFMTA,ON,0,1021,KEARNY ST,7764000,Area 2, ,"(37.79764, -122.40551)"
320-00340,-,0,Yellow,SS,N,N,SFMTA,ON,0,34,BACON ST,2579000,Area 3, ,"(37.72772, -122.40347)"
469-17500,-,0,Black,SS,N,N,SFMTA,ON,0,1750,HOLLOWAY AVE,6998201,MC3, ,"(37.72101, -122.48044)"
831-00220,-,0,Grey,SS,Y,Y,PORT,ON,0,22,THE EMBARCADERO,12553103,Port 7, ,"(37.79442, -122.3937)"
106-03090,-,0,Grey,SS,N,N,SFMTA,ON,0,309,06TH AVE,316000,Area 3, ,"(37.7826, -122.46447)"
611-03790,-,0,Black,SS,N,N,SFMTA,ON,0,379,PARNASSUS AVE,10293000,MC3, ,"(37.76359, -122.45722)"
831-02240,-,0,Grey,SS,Y,Y,PORT,ON,0,224,THE EMBARCADERO,12551102,Port 7, ,"(37.79151, -122.39096)"
691-16300,-,0,Black,SS,N,N,SFMTA,ON,0,1630,UNION ST,12865000,MC3, ,"(37.79828, -122.42662)"
905-00070,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3, ,"(37.76183, -122.43466)"
573-01270,-,0,Grey,SS,N,N,SFMTA,ON,0,127,ALICE B TOKLAS PL,9472000,Area 3, ,"(37.78529, -122.42053)"
591-13010,-,0,Grey,SS,N,N,SFMTA,ON,0,1301,OCEAN AVE,9822101,Area 3, ,"(37.72382, -122.45627)"
602-09030,-,0,Grey,SS,N,N,SFMTA,ON,0,903,PARIS ST,10259000,Area 3, ,"(37.71547, -122.43951)"
401-06070,-,0,Grey,SS,N,N,SFMTA,ON,0,607,ELLIS ST,5177000,Area 3, ,"(37.78435, -122.41641)"
214-02480,-,0,Grey,SS,N,N,SFMTA,ON,0,248,14TH ST,584000,Area 3, ,"(37.76834, -122.41975)"
831-05620,831-05006,62,Grey,MS,Y,Y,PORT,ON,0,562,THE EMBARCADERO,12548101,Port 9, ,"(37.78527, -122.38822)"
336-07440,-,0,Yellow,SS,N,N,SFMTA,ON,0,744,BUSH ST,3437000,Area 1, ,"(37.79005, -122.41021)"
616-14280,-,0,Grey,SS,N,N,SFMTA,ON,0,1428,POWELL ST,10693000,Area 3, ,"(37.79821, -122.41034)"
691-22250,-,0,Grey,SS,N,Y,SFMTA,ON,0,2225,UNION ST,12872000,Area 3, ,"(37.79692, -122.43629)"
687-00530,-,0,Green,SS,N,N,SFMTA,ON,0,53,TAPIA DR,12375000,Area 3, ,"(37.72174, -122.48057)"
591-13190,-,0,Grey,SS,N,N,SFMTA,ON,0,1319,OCEAN AVE,9823101,Area 3, ,"(37.72393, -122.45678)"
306-22150,-,0,Grey,SS,N,N,SFMTA,ON,0,2215,ALAMEDA ST,2136000,Area 3, ,"(37.76833, -122.40732)"
568-47150,-,0,Grey,SS,N,N,SFMTA,ON,0,4715,MISSION ST,9169000,Area 3, ,"(37.72275, -122.43614)"
568-32440,-,0,Grey,SS,N,N,SFMTA,ON,0,3244,MISSION ST,9133000,Area 3, ,"(37.74442, -122.42075)"
327-00560,-,0,Grey,SS,N,N,SFMTA,ON,0,56,BROADWAY,3143000,Area 3, ,"(37.79892, -122.39904)"
568-29110,-,0,Grey,SS,N,N,SFMTA,ON,0,2911,MISSION ST,9127000,Area 3, ,"(37.75031, -122.41817)"
569-20560,-,0,Grey,SS,N,N,SFMTA,ON,0,2056,MARKET ST,8762202,Area 3, ,"(37.76857, -122.42782)"
591-26040,-,0,Grey,SS,N,N,SFMTA,ON,0,2604,OCEAN AVE,9848000,Area 3, ,"(37.73182, -122.47333)"
469-17120,-,0,Grey,SS,N,N,SFMTA,ON,0,1712,HOLLOWAY AVE,6998201,Area 3, ,"(37.72098, -122.47949)"
306-22240,-,0,Grey,SS,N,N,SFMTA,ON,0,2224,ALAMEDA ST,2136000,Area 3, ,"(37.76842, -122.40756)"
705-01270,-,0,Grey,SS,N,N,SFMTA,ON,0,127,VALLEJO ST,13081000,Area 3, ,"(37.79952, -122.40086)"
591-12130,-,0,Grey,SS,N,N,SFMTA,ON,0,1213,OCEAN AVE,9821101,Area 3, ,"(37.7237, -122.45571)"
400-03190,-,0,Yellow,SS,N,N,SFMTA,ON,0,319,EDDY ST,5061001,Area 2, ,"(37.78379, -122.41327)"
490-08230,-,0,Grey,SS,N,N,SFMTA,ON,0,823,IRVING ST,7286000,Area 3, ,"(37.76394, -122.4669)"
666-13300,-,0,Yellow,SS,N,N,SFMTA,ON,0,1330,SUTTER ST,12331000,Area 3, ,"(37.78746, -122.42294)"
666-07100,-,0,Yellow,SS,N,N,SFMTA,ON,0,710,SUTTER ST,12325000,Area 2, ,"(37.78881, -122.41237)"
542-06060,-,0,Grey,SS,N,N,SFMTA,ON,0,606,LARKIN ST,8126000,Area 3, ,"(37.78356, -122.4175)"
568-43490,-,0,Grey,SS,N,N,SFMTA,ON,0,4349,MISSION ST,9156000,Area 3, ,"(37.72789, -122.43203)"
691-16220,-,0,Grey,SS,N,N,SFMTA,ON,0,1622,UNION ST,12865000,Area 3, ,"(37.79831, -122.42641)"
616-14110,-,0,Grey,SS,N,N,SFMTA,ON,0,1411,POWELL ST,10693000,Area 3, ,"(37.79778, -122.41041)"
691-21030,-,0,Grey,SS,N,Y,SFMTA,ON,0,2103,UNION ST,12871000,Area 3, ,"(37.79721, -122.43406)"
568-34090,-,0,Grey,SS,N,N,SFMTA,ON,0,3409,MISSION ST,9138000,Area 3, ,"(37.74194, -122.42213)"
123-12950,-,0,Grey,SS,N,N,SFMTA,ON,0,1295,23RD AVE,1218000,Area 3, ,"(37.76354, -122.48151)"
123-13040,-,0,Grey,SS,N,N,SFMTA,ON,0,1304,23RD AVE,1219000,Area 3, ,"(37.7632, -122.48131)"
226-34160,-,0,Grey,SS,N,N,SFMTA,ON,0,3416,26TH ST,1527000,Area 3, ,"(37.74904, -122.41891)"
356-33380,-,0,Grey,SS,N,N,SFMTA,ON,0,3338,CESAR CHAVEZ ST,2488201,Area 3, ,"(37.74829, -122.41739)"
210-03180,-,0,Yellow,SS,N,N,SFMTA,ON,0,318,10TH ST,488000,Area 3, ,"(37.77232, -122.41236)"
440-40010,-,0,Grey,SS,N,Y,SFMTA,ON,0,4001,GEARY BLVD,6060101,Area 3, ,"(37.78097, -122.46227)"
725-00440,-,0,Grey,SS,N,Y,SFMTA,ON,0,44,WEST PORTAL AVE,13577201,Area 3, ,"(37.74018, -122.46666)"
360-03010,-,0,Grey,SS,N,Y,SFMTA,ON,0,301,CLEMENT ST,4153000,Area 3, ,"(37.78297, -122.4624)"
904-00120,-,0,Grey,SS,N,N,SFMTA,OFF,904,330,09TH AVE,425000,Area 3, ,"(37.78223, -122.46713)"
681-01230,-,0,Grey,SS,N,N,SFMTA,ON,0,123,TAYLOR ST,12427000,Area 1, ,"(37.78387, -122.41098)"
686-00050,686-00070,2,Grey,MS,N,N,SFMTA,ON,0,5,TURK ST,12716000,Area 1, ,"(37.78333, -122.40941)"
336-11030,-,0,Grey,SS,N,N,SFMTA,ON,0,1103,BUSH ST,3441000,Area 3, ,"(37.78924, -122.41551)"
614-07400,-,0,Grey,SS,N,N,SFMTA,ON,0,740,POST ST,10635000,Area 3, ,"(37.78757, -122.41465)"
830-03260,-,0,Grey,SS,Y,N,PORT,ON,0,326,THE EMBARCADERO,12554101,Port 5, ,"(37.79856, -122.39731)"
462-17270,-,0,Grey,SS,N,N,SFMTA,ON,0,1727,HAIGHT ST,6623000,Area 3, ,"(37.76935, -122.45159)"
680-04190,-,0,Grey,SS,N,N,SFMTA,ON,0,419,TARAVAL ST,12390000,Area 3, ,"(37.74318, -122.47084)"
591-19070,-,0,Grey,SS,N,N,SFMTA,ON,0,1907,OCEAN AVE,9831101,Area 3, ,"(37.72526, -122.46248)"
440-54040,-,0,Grey,SS,N,N,SFMTA,ON,0,5404,GEARY BLVD,6075201,Area 3, ,"(37.78056, -122.4775)"
106-02810,-,0,Grey,SS,N,N,SFMTA,ON,0,281,06TH AVE,315000,Area 3, ,"(37.78347, -122.46453)"
909-00140,-,0,Grey,SS,N,N,SFMTA,OFF,909,421,18TH AVE,830000,Area 3, ,"(37.77993, -122.47792)"
472-04040,-,0,Grey,SS,Y,N,SFMTA,ON,0,404,HYDE ST,7118000,Area 3, ,"(37.78463, -122.41603)"
471-10680,-,0,Grey,SS,N,N,SFMTA,ON,0,1068,HARRISON ST,6727000,Area 3, ,"(37.77593, -122.40594)"
568-09750,-,0,Grey,SS,N,N,SFMTA,ON,0,975,MISSION ST,9099000,Area 2, ,"(37.78133, -122.40811)"
219-40200,-,0,Grey,SS,N,N,SFMTA,ON,0,4020,19TH ST,984000,Area 3, ,"(37.75936, -122.43451)"
360-20080,-,0,Green,SS,N,N,SFMTA,ON,0,2008,CLEMENT ST,4171000,Area 3, ,"(37.78227, -122.48097)"
440-09050,-,0,Red,SS,N,N,SFMTA,ON,0,905,GEARY ST,6117000,Area 3, ,"(37.786, -122.41842)"
363-01240,-,0,Black,SS,N,N,SFMTA,ON,0,124,COLUMBUS AVE,4288000,MC2, ,"(37.79671, -122.40484)"
336-08430,-,0,Red,SS,N,N,SFMTA,ON,0,843,BUSH ST,3438000,Area 1, ,"(37.78971, -122.41184)"
445-06140,-,0,Yellow,SS,N,N,SFMTA,ON,0,614,GREEN ST,6454000,Area 3, ,"(37.79947, -122.40977)"
725-00550,-,0,Green,SS,N,Y,SFMTA,ON,0,55,WEST PORTAL AVE,13577101,Area 3, ,"(37.73986, -122.46667)"
691-22050,-,0,Grey,SS,N,Y,SFMTA,ON,0,2205,UNION ST,12872000,Area 3, ,"(37.797, -122.43573)"
680-15110,-,0,Grey,SS,N,N,SFMTA,ON,0,1511,TARAVAL ST,12401000,Area 3, ,"(37.74267, -122.48257)"
208-02010,-,0,Grey,SS,N,N,SFMTA,ON,0,201,08TH ST,409000,Area 2, ,"(37.77616, -122.41138)"
596-00280,-,0,Yellow,SS,N,N,SFMTA,ON,0,28,OTIS ST,10046000,Area 3, ,"(37.77257, -122.41949)"
568-47360,-,0,Grey,SS,N,N,SFMTA,ON,0,4736,MISSION ST,9170000,Area 3, ,"(37.72232, -122.4367)"
209-00120,-,0,Yellow,SS,N,N,SFMTA,ON,0,12,09TH ST,446000,Area 2, ,"(37.77712, -122.41598)"
500-07460,-,0,Grey,SS,N,N,SFMTA,ON,0,746,JACKSON ST,7378000,Area 2, ,"(37.79589, -122.40806)"
666-24320,-,0,Grey,SS,N,N,SFMTA,ON,0,2432,SUTTER ST,12343000,Area 3, ,"(37.78513, -122.4412)"
401-07090,-,0,Yellow,SS,N,N,SFMTA,ON,0,709,ELLIS ST,5178000,Area 3, ,"(37.78413, -122.41814)"
542-08120,-,0,Grey,SS,N,N,SFMTA,ON,0,812,LARKIN ST,8130000,Area 3, ,"(37.78559, -122.41791)"
568-31060,-,0,Green,SS,N,N,SFMTA,ON,0,3106,MISSION ST,9129000,Area 3, ,"(37.74787, -122.41853)"
569-20450,-,0,Grey,SS,N,N,SFMTA,ON,0,2045,MARKET ST,8762102,Area 3, ,"(37.76865, -122.42727)"
226-34500,-,0,Grey,SS,N,N,SFMTA,ON,0,3450,26TH ST,1529000,Area 3, ,"(37.74897, -122.4201)"
502-01290,-,0,Grey,SS,N,N,SFMTA,ON,0,129,JONES ST,7564000,Area 2, ,"(37.78274, -122.41244)"
705-16040,-,0,Grey,SS,N,N,SFMTA,ON,0,1604,VALLEJO ST,13109000,Area 3, ,"(37.7967, -122.42401)"
606-06010,-,0,Grey,SS,N,N,SFMTA,ON,0,601,PINE ST,10465000,Area 2, ,"(37.79142, -122.40588)"
306-22060,-,0,Grey,SS,N,N,SFMTA,ON,0,2206,ALAMEDA ST,2136000,Area 3, ,"(37.76847, -122.40685)"
568-11170,-,0,Grey,SS,N,N,SFMTA,ON,0,1117,MISSION ST,9101000,Area 2, ,"(37.77881, -122.41131)"
470-09270,-,0,Grey,SS,N,N,SFMTA,ON,0,927,HOWARD ST,7041000,Area 2, ,"(37.78087, -122.40558)"
470-13060,-,0,Grey,SS,N,N,SFMTA,ON,0,1306,HOWARD ST,7052000,Area 2, ,"(37.77486, -122.41348)"
470-13410,-,0,Grey,SS,N,N,SFMTA,ON,0,1341,HOWARD ST,7055000,Area 2, ,"(37.7741, -122.41415)"
359-08280,-,0,Yellow,SS,N,N,SFMTA,ON,0,828,CLAY ST,4090000,Area 2, ,"(37.79419, -122.40721)"
681-05280,-,0,Yellow,SS,N,N,SFMTA,ON,0,528,TAYLOR ST,12433000,Area 1, ,"(37.78769, -122.41158)"
568-13090,-,0,Grey,SS,N,N,SFMTA,ON,0,1309,MISSION ST,9105000,Area 2, ,"(37.77592, -122.41497)"
327-01180,-,0,Grey,SS,N,N,SFMTA,ON,0,118,BROADWAY,3144000,Area 3, ,"(37.79872, -122.4006)"
906-00090,-,0,Grey,SS,N,N,SFMTA,OFF,906,4116,18TH ST,892000,Area 3, ,"(37.76124, -122.43565)"
569-23340,-,0,Green,SS,N,N,SFMTA,ON,0,2334,MARKET ST,8767201,Area 3, ,"(37.76335, -122.43442)"
472-08290,-,0,Grey,SS,N,N,SFMTA,ON,0,829,HYDE ST,7123000,Area 3, ,"(37.78895, -122.41706)"
542-07110,-,0,Yellow,SS,N,N,SFMTA,ON,0,711,LARKIN ST,8128000,Area 3, ,"(37.78463, -122.41787)"
109-04080,-,0,Grey,SS,N,N,SFMTA,ON,0,408,09TH AVE,426000,Area 3, ,"(37.78053, -122.4674)"
214-03230,-,0,Grey,SS,N,N,SFMTA,ON,0,323,14TH ST,586000,Area 3, ,"(37.76816, -122.42096)"
327-07300,-,0,Green,SS,N,N,SFMTA,ON,0,730,BROADWAY,3155000,Area 3, ,"(37.79757, -122.40967)"
363-03370,-,0,Red,SS,N,N,SFMTA,ON,0,337,COLUMBUS AVE,4293000,Area 3, ,"(37.79854, -122.4078)"
891-00030,891-00001,3,Purple,MS,Y,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Port 12, ,"(37.77035, -122.3861)"
440-06140,-,0,Black,SS,N,N,SFMTA,ON,0,614,GEARY ST,6114000,MC3, ,"(37.78671, -122.41387)"
225-33160,-,0,Grey,SS,N,N,SFMTA,ON,0,3316,25TH ST,1438000,Area 3, ,"(37.75077, -122.41687)"
445-05050,-,0,Grey,SS,N,N,SFMTA,ON,0,505,GREEN ST,6451000,Area 3, ,"(37.79962, -122.40764)"
616-15170,-,0,Grey,SS,N,N,SFMTA,ON,0,1517,POWELL ST,10694000,Area 3, ,"(37.79889, -122.41063)"
568-13200,-,0,Yellow,SS,N,N,SFMTA,ON,0,1320,MISSION ST,9106000,Area 2, ,"(37.77588, -122.41527)"
224-39130,-,0,Grey,SS,Y,N,SFMTA,ON,0,3913,24TH ST,1361000,Area 3, ,"(37.75148, -122.43016)"
336-11380,-,0,Grey,SS,N,N,SFMTA,ON,0,1138,BUSH ST,3441000,Area 3, ,"(37.78922, -122.41667)"
209-04130,-,0,Grey,SS,N,N,SFMTA,ON,0,413,09TH ST,457000,Area 3, ,"(37.77226, -122.40958)"
548-01910,-,0,Grey,SS,N,N,SFMTA,ON,0,191,LENOX WAY,8307000,Area 3, ,"(37.74134, -122.46581)"
562-03300,-,0,Red,SS,N,N,SFMTA,ON,0,330,MASON ST,8803000,Area 1, ,"(37.78702, -122.40978)"
417-00410,-,0,Grey,SS,N,N,SFMTA,ON,0,41,FRANK NORRIS ST,5790000,Area 3, ,"(37.78918, -122.42007)"
462-16440,-,0,Grey,SS,N,N,SFMTA,ON,0,1644,HAIGHT ST,6621000,Area 3, ,"(37.76967, -122.45003)"
384-18300,-,0,Yellow,SS,N,N,SFMTA,ON,0,1830,DIVISADERO ST,4815201,Area 3, ,"(37.78701, -122.44012)"
611-07270,-,0,Grey,SS,N,N,SFMTA,ON,0,727,PARNASSUS AVE,10295000,Area 3, ,"(37.76234, -122.46162)"
700-03410,-,0,Grey,SS,N,N,SFMTA,ON,0,341,VALENCIA ST,13057002,Area 3, ,"(37.76709, -122.42199)"
336-14350,-,0,Green,SS,N,N,SFMTA,ON,0,1435,BUSH ST,3444000,Area 3, ,"(37.78849, -122.42141)"
300-12010,-,0,Grey,SS,N,N,SFMTA,ON,0,1201,ALABAMA ST,2118000,Area 3, ,"(37.7526, -122.4109)"
472-04120,-,0,Grey,SS,Y,N,SFMTA,ON,0,412,HYDE ST,7118000,Area 3, ,"(37.78486, -122.41608)"
103-02970,-,0,Grey,SS,N,Y,SFMTA,ON,0,297,03RD AVE,153000,Area 3, ,"(37.78327, -122.46129)"
219-41010,-,0,Green,SS,N,N,SFMTA,ON,0,4101,19TH ST,985000,Area 3, ,"(37.75923, -122.43502)"
901-00180,-,0,Grey,SS,N,N,SFMTA,OFF,901,3255,LILAC ST,8331000,Area 3, ,"(37.75205, -122.41771)"
905-00200,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3, ,"(37.7616, -122.43475)"
826-06600,826-06002,60,Grey,MS,Y,N,PORT,ON,0,660,DELANCEY ST,117000,Port 10, ,"(37.78301, -122.38925)"
360-23080,-,0,Green,SS,N,N,SFMTA,ON,0,2308,CLEMENT ST,4174000,Area 3, ,"(37.78213, -122.48408)"
831-00120,-,0,Grey,SS,Y,Y,PORT,ON,0,12,THE EMBARCADERO,12553103,Port 7, ,"(37.79464, -122.39402)"
441-09760,-,0,Grey,SS,N,N,SFMTA,ON,0,976,GENEVA AVE,6139201,Area 3, ,"(37.71568, -122.43971)"
664-16010,-,0,Grey,SS,N,N,SFMTA,ON,0,1601,STOCKTON ST,12214000,Area 3, ,"(37.80055, -122.40927)"
360-04130,-,0,Grey,SS,N,Y,SFMTA,ON,0,413,CLEMENT ST,4154000,Area 3, ,"(37.7829, -122.46374)"
591-18200,-,0,Grey,SS,N,N,SFMTA,ON,0,1820,OCEAN AVE,9830201,Area 3, ,"(37.72525, -122.46187)"
700-16710,-,0,Grey,SS,N,N,SFMTA,ON,0,1671,VALENCIA ST,13077000,Area 3, ,"(37.74614, -122.41998)"
360-03410,-,0,Grey,SS,N,Y,SFMTA,ON,0,341,CLEMENT ST,4153000,Area 3, ,"(37.78293, -122.46321)"
360-04080,-,0,Grey,SS,N,Y,SFMTA,ON,0,408,CLEMENT ST,4154000,Area 3, ,"(37.78305, -122.46376)"
680-14240,-,0,Grey,SS,N,N,SFMTA,ON,0,1424,TARAVAL ST,12400000,Area 3, ,"(37.74286, -122.48192)"
568-28250,-,0,Yellow,SS,N,N,SFMTA,ON,0,2825,MISSION ST,9126000,Area 3, ,"(37.75148, -122.41828)"
701-21140,-,0,Grey,SS,N,N,SFMTA,ON,0,2114,VAN NESS AVE,13163201,Area 3, ,"(37.79528, -122.42316)"
209-02090,-,0,Grey,SS,N,N,SFMTA,ON,0,209,09TH ST,451000,Area 2, ,"(37.77488, -122.41285)"
703-01060,-,0,Grey,SS,N,Y,SFMTA,ON,0,106,VICENTE ST,13236000,Area 3, ,"(37.7399, -122.4673)"
568-31240,-,0,Grey,SS,N,N,SFMTA,ON,0,3124,MISSION ST,9129000,Area 3, ,"(37.74743, -122.41881)"
321-34320,-,0,Grey,SS,N,N,SFMTA,ON,0,3432,BALBOA ST,2680000,Area 3, ,"(37.77585, -122.49594)"
568-17110,-,0,Grey,SS,N,N,SFMTA,ON,0,1711,MISSION ST,9112101,Area 3, ,"(37.76965, -122.41988)"
472-04240,-,0,Yellow,SS,Y,N,SFMTA,ON,0,424,HYDE ST,7118000,Area 3, ,"(37.78516, -122.41614)"
469-16440,-,0,Grey,SS,N,N,SFMTA,ON,0,1644,HOLLOWAY AVE,6997202,Area 3, ,"(37.72095, -122.47853)"
573-01070,-,0,Grey,SS,N,N,SFMTA,ON,0,107,ALICE B TOKLAS PL,9472000,Area 3, ,"(37.78537, -122.41993)"
687-00070,-,0,Grey,SS,N,N,SFMTA,ON,0,7,TAPIA DR,12375000,Area 3, ,"(37.72197, -122.48185)"
415-30010,-,0,Green,SS,N,Y,SFMTA,ON,0,3001,FILLMORE ST,5562000,Area 3, ,"(37.79728, -122.43561)"
355-17570,-,0,Grey,SS,N,N,SFMTA,ON,0,1757,CHURCH ST,4038000,Area 3, ,"(37.74265, -122.42648)"
444-15050,-,0,Grey,SS,N,N,SFMTA,ON,0,1505,GRANT AVE,6405000,Area 3, ,"(37.8009, -122.40769)"
444-15170,-,0,Grey,SS,N,N,SFMTA,ON,0,1517,GRANT AVE,6406000,Area 3, ,"(37.80114, -122.40774)"
720-08270,-,0,Grey,SS,N,N,SFMTA,ON,0,827,WASHINGTON ST,13416000,Area 2, ,"(37.79499, -122.40738)"
470-12350,-,0,Green,SS,N,N,SFMTA,ON,0,1235,HOWARD ST,7051000,Area 2, ,"(37.7755, -122.41237)"
401-07380,-,0,Grey,SS,N,N,SFMTA,ON,0,738,ELLIS ST,5178000,Area 3, ,"(37.78414, -122.41901)"
569-18130,-,0,Grey,SS,N,N,SFMTA,ON,0,1813,MARKET ST,8760102,Area 3, ,"(37.77112, -122.42414)"
922-00040,-,0,Grey,SS,N,N,SFMTA,OFF,922,174,WEST PORTAL AVE,13578201,Area 3, ,"(37.7391, -122.46815)"
855-00360,855-00002,36,Grey,MS,Y,N,PORT,ON,0,36,LOMBARD ST,8431000,Port 4, ,"(37.80417, -122.40282)"
361-06030,-,0,Grey,SS,N,N,SFMTA,ON,0,603,CLAYTON ST,4132000,Area 3, ,"(37.76959, -122.44861)"
208-01550,-,0,Green,SS,N,N,SFMTA,ON,0,155,08TH ST,408000,Area 2, ,"(37.77648, -122.41178)"
440-07150,-,0,Grey,SS,N,N,SFMTA,ON,0,715,GEARY ST,6115000,Area 3, ,"(37.78637, -122.41543)"
616-14070,-,0,Grey,SS,N,N,SFMTA,ON,0,1407,POWELL ST,10693000,Area 3, ,"(37.79767, -122.41039)"
830-00180,-,0,Grey,SS,Y,Y,PORT,ON,0,18,THE EMBARCADERO,12553103,Port 5, ,"(37.79541, -122.39472)"
720-08350,-,0,Grey,SS,N,N,SFMTA,ON,0,835,WASHINGTON ST,13417000,Area 2, ,"(37.79496, -122.40761)"
359-16490,-,0,Grey,SS,N,N,SFMTA,ON,0,1649,CLAY ST,4105000,Area 3, ,"(37.79239, -122.42058)"
359-17280,-,0,Grey,SS,N,N,SFMTA,ON,0,1728,CLAY ST,4106000,Area 3, ,"(37.79234, -122.42183)"
384-15220,-,0,Green,SS,N,N,SFMTA,ON,0,1522,DIVISADERO ST,4812201,Area 3, ,"(37.78405, -122.43952)"
330-09080,-,0,Grey,SS,N,N,SFMTA,ON,0,908,BRANNAN ST,3089000,Area 3, ,"(37.77111, -122.40582)"
331-10290,-,0,Grey,SS,N,N,SFMTA,ON,0,1029,BRYANT ST,3298000,Area 3, ,"(37.77188, -122.40762)"
225-34520,-,0,Grey,SS,N,N,SFMTA,ON,0,3452,25TH ST,1444000,Area 3, ,"(37.75056, -122.42035)"
360-19380,-,0,Grey,SS,N,N,SFMTA,ON,0,1938,CLEMENT ST,4170000,Area 3, ,"(37.78229, -122.48034)"
904-00070,-,0,Grey,SS,N,N,SFMTA,OFF,904,330,09TH AVE,425000,Area 3, ,"(37.78222, -122.46727)"
614-07230,-,0,Yellow,SS,N,N,SFMTA,ON,0,723,POST ST,10635000,Area 3, ,"(37.78751, -122.41405)"
352-04380,-,0,Grey,SS,N,N,SFMTA,ON,0,438,CASTRO ST,3790000,Area 3, ,"(37.76129, -122.43514)"
612-17170,-,0,Grey,SS,N,N,SFMTA,ON,0,1717,POLK ST,10572000,Area 3, ,"(37.7928, -122.42122)"
417-00010,-,0,Grey,SS,N,N,SFMTA,ON,0,1,FRANK NORRIS ST,5790000,Area 3, ,"(37.78933, -122.41888)"
462-15110,-,0,Yellow,SS,N,N,SFMTA,ON,0,1511,HAIGHT ST,6619000,Area 3, ,"(37.7699, -122.44733)"
462-16280,-,0,Grey,SS,N,N,SFMTA,ON,0,1628,HAIGHT ST,6620000,Area 3, ,"(37.76974, -122.44954)"
596-01170,-,0,Grey,SS,N,N,SFMTA,ON,0,117,OTIS ST,10048000,Area 3, ,"(37.7713, -122.42016)"
651-07060,-,0,Grey,SS,N,N,SFMTA,ON,0,706,SANSOME ST,11552000,Area 2, ,"(37.79688, -122.40183)"
568-53220,-,0,Grey,SS,N,N,SFMTA,ON,0,5322,MISSION ST,9183000,Area 3, ,"(37.71412, -122.44328)"
331-19200,-,0,Grey,SS,N,N,SFMTA,ON,0,1920,BRYANT ST,3307000,Area 3, ,"(37.76245, -122.41028)"
208-06390,-,0,Green,SS,N,N,SFMTA,ON,0,639,08TH ST,417000,Area 3, ,"(37.77065, -122.40452)"
910-00040,-,0,Grey,SS,N,N,SFMTA,OFF,910,1275,20TH AVE,1005000,Area 3, ,"(37.76399, -122.4785)"
600-07190,-,0,Grey,SS,N,N,SFMTA,ON,0,719,PACIFIC AVE,10127000,Area 2, ,"(37.79678, -122.40745)"
591-14170,-,0,Grey,SS,N,N,SFMTA,ON,0,1417,OCEAN AVE,9825101,Area 3, ,"(37.72413, -122.45773)"
594-02320,-,0,Yellow,SS,N,N,SFMTA,ON,0,232,OLIVE ST,9920000,Area 3, ,"(37.78417, -122.42231)"
116-03970,-,0,Grey,SS,N,N,SFMTA,ON,0,397,16TH AVE,672000,Area 3, ,"(37.78075, -122.47518)"
462-05270,-,0,Grey,SS,N,N,SFMTA,ON,0,527,HAIGHT ST,6608000,Area 3, ,"(37.77192, -122.43139)"
336-08180,-,0,Grey,SS,N,N,SFMTA,ON,0,818,BUSH ST,3438000,Area 1, ,"(37.78994, -122.41107)"
444-14270,-,0,Grey,SS,N,N,SFMTA,ON,0,1427,GRANT AVE,6404000,Area 3, ,"(37.80046, -122.4076)"
606-16350,-,0,Grey,SS,N,N,SFMTA,ON,0,1635,PINE ST,10478000,Area 3, ,"(37.78919, -122.42332)"
614-11200,-,0,Grey,SS,N,N,SFMTA,ON,0,1120,POST ST,10640000,Area 3, ,"(37.7868, -122.42055)"
680-16190,-,0,Grey,SS,N,N,SFMTA,ON,0,1619,TARAVAL ST,12402000,Area 3, ,"(37.74261, -122.48383)"
208-02090,-,0,Grey,SS,N,N,SFMTA,ON,0,209,08TH ST,409000,Area 2, ,"(37.77603, -122.41122)"
